year,question_number,subject,question_text,option_a,option_b,option_c,option_d,answer
2015,15,Geography,Consider the following pairs: 1. Srisailam : Nallamala Hills 2. Omkareshwar : Satmala Hills 3. Pushkar : Mahadeo Hills. Which of the above pairs is/are correctly matched?,1 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A
2015,16,Modern History,"With reference to Rowlatt Satyagraha, which of the following statements is/are correct? 1. The Rowlatt Act was based on the recommendations of the 'Sedition Committee'. 2. In Rowlatt Satyagraha, Gandhiji tried to utilize the Home Rule League. 3. Demonstrations against the arrival of Simon Commission coincided with Rowlatt Satyagraha.",1 only,1 and 2 only,2 and 3 only,"1, 2 and 3",B
2015,17,Current Affairs,"Among the following, which were frequently mentioned in the news for the outbreak of Ebola virus recently?",Syria and Jordan,"Guinea, Sierra Leone and Liberia",Philippines and Papua New Guinea,"Jamaica, Haiti and Surinam",B
2015,18,Environment & Ecology,"With reference to 'fly ash' produced by the power plants using coal as fuel, which of the following statements is/are correct? 1. Fly ash can be used in the production of bricks for building construction. 2. Fly ash can be used as a replacement for some of the Portland cement contents of concrete. 3. Fly ash is made up of silicon dioxide and calcium oxide only, and does not contain any toxic elements.",1 and 2,2 only,1 and 3,3 only,A
2015,19,Environment & Ecology,"With reference to 'dugong', a mammal found in India, which of the following statements is/are correct? 1. It is a herbivorous marine animal. 2. It is found along the entire coast of India. 3. It is given legal protection under Schedule I of the Wildlife (Protection) Act, 1972.",1 and 2,2 only,1 and 3,3 only,C
2015,20,Modern History,Who of the following was/were economic critic/critics of colonialism in India? 1. Dadabhai Naoroji 2. G. Subramania Iyer 3. R. C. Dutt,1 only,1 and 2 only,2 and 3 only,"1, 2 and 3",D
2015,21,Economy,Which one of the following issues the 'Global Economic Prospects' report periodically?,The Asian Development Bank,The European Bank for Reconstruction and Development,The US Federal Reserve Bank,The World Bank,D
2015,22,Economy,When the Reserve Bank of India reduces the Statutory Liquidity Ratio by 50 basis points, which of the following is likely to happen?,India's GDP growth rate increases drastically,Foreign Institutional Investors may bring more capital into our country,Scheduled Commercial Banks may cut their lending rates,C
2015,23,Science & Tech,"With reference to the use of nano-technology in health sector, which of the following statements is/are correct? 1. Targeted drug delivery is made possible by nanotechnology. 2. Nanotechnology can largely contribute to gene therapy.",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C
2015,24,Economy,"In India, markets in agricultural products are regulated under the",Essential Commodities Act 1955,Agricultural Produce Market Committee Act enacted by States,"Agricultural Produce (Grading and Marking) Act, 1937","Food Products Order, 1956 and Meat and Food Products Order, 1973",B
2015,25,Environment & Ecology,Which one of the following is the national aquatic animal of India?,Saltwater crocodile,Olive ridley turtle,Gangetic dolphin,Gharial,C
2015,26,Modern History,"With reference to Congress Socialist Party, consider the following statements: 1. It advocated the boycott of British goods and evasion of taxes. 2. It wanted to establish the dictatorship of proletariat. 3. It advocated separate electorate for minorities and oppressed classes.",1 and 2 only,3 only,"1, 2 and 3",,D
2015,27,Polity,Consider the following statements: 1. The Rajya Sabha has no power either to reject or to amend a Money Bill. 2. The Rajya Sabha cannot vote on the Demands for Grants. 3. The Rajya Sabha cannot discuss the Annual Financial Statement.,1 only,1 and 2 only,2 and 3 only,"1, 2 and 3",B
2015,28,Modern History,The Government of India Act of 1919 clearly defined,the separation of power between the judiciary and the legislature,the jurisdiction of the central and provincial governments,the powers of the Secretary of State for India and the Viceroy,None of the above,B
2015,29,Economy,Which of the following brings out the 'Consumer Price Index Number for Industrial Workers?,The Reserve Bank of India,The Department of Economic Affairs,The Labour Bureau,The Department of Personnel and Training,C
2015,30,Science & Tech,"In the context of modern scientific research, consider the following statements about 'IceCube', a particle detector located at South Pole, which was recently in the news: 1. It is the world's largest neutrino detector, encompassing a cubic kilometre of ice. 2. It is a powerful telescope to search for dark matter. 3. It is buried deep in the ice.",1 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D
2015,31,Economy,"The terms 'Agreement on Agriculture', 'Agreement on the Application of Sanitary and Phytosanitary Measures' and 'Peace Clause' appear in the news frequently in the context of the affairs of the",Food and Agriculture Organization,United Nations Framework Conference on Climate Change,World Trade Organization,United Nations Environment Programme,C
2015,32,Science & Tech,"With reference to 'Near Field Communication (NFC) Technology', which of the following statements is/are correct? 1. It is a contactless communication technology that uses electromagnetic radio fields. 2. NFC is designed for use by devices which can be at a distance of even a metre from each other. 3. NFC can use encryption when sending sensitive information.",1 and 2 only,3 only,1 and 3 only,"1, 2 and 3",C
2015,33,Current Affairs,The area known as 'Golan Heights' sometimes appears in the news in the context of the events related to,Central Asia,Middle East,South-East Asia,Central Africa,B
2015,34,Economy,Convertibility of rupee implies,being able to convert rupee notes into gold,allowing the value of rupee to be fixed by market forces,freely permitting the conversion of rupee to other currencies and vice versa,developing an international market for currencies in India,C
2015,35,Ancient History,Consider the following pairs: 1. Champaka : Central India 2. Durgara : Jammu 3. Kuluta : Malabar. Which of the above pairs is/are correctly matched?,1 and 2,2 only,1 and 3,3 only,B
2015,36,Geography,Consider the following rivers: 1. Vamsadhara 2. Indravati 3. Pranahita 4. Pennar. Which of the above are tributaries of Godavari?,1 2 and 3,2 3 and 4,1 2 and 4,2 and 3 only,D
2015,37,Polity,When a bill is referred to a joint sitting of both the Houses of the Parliament it has to be passed by,a simple majority of members present and voting,three-fourths majority of members present and voting,two-thirds majority of the Houses,absolute majority of the Houses,A
2015,38,Environment & Ecology,Which one of the following regions of India has a combination of mangrove forest evergreen forest and deciduous forest?,North Coastal Andhra Pradesh,South-West Bengal,Southern Saurashtra,Andaman and Nicobar Islands,D
2015,39,Ancient History,Which of the following kingdoms were associated with the life of the Buddha? 1. Avanti 2. Gandhara 3. Kosala 4. Magadha,1 2 and 3,2 and 3 only,1 3 and 4,3 and 4 only,D
2015,40,Environment & Ecology,Which one of the following is associated with the issue of control and phasing out of the use of ozone-depleting substances?,Bretton Woods Conference,Montreal Protocol,Kyoto Protocol,Nagoya Protocol,B
2015,41,Medieval History,Consider the following: The arrival of Babur into India led to the 1. introduction of gunpowder in the subcontinent 2. introduction of the arch and dome in the region's architecture 3. establishment of Timurid dynasty in the region,1 and 2 only,3 only,1 and 3 only,"1, 2 and 3",B
2015,42,Polity,The Government of India has established NITI Aayog to replace the,Human Rights Commission,Finance Commission,Law Commission,Planning Commission,D
2015,43,Environment & Ecology,"What is Rio+20 Conference, often mentioned in the news?",It is the United Nations Conference on Sustainable Development,It is a Ministerial Meeting of the World Trade Organization,It is a Conference of the Inter-governmental Panel on Climate Change,It is a Conference of the Member Countries of the Convention on Biological Diversity,A
2015,44,Polity,Consider the following statements: 1. The Executive Power of the Union of India is vested in the Prime Minister. 2. The Prime Minister is the ex officio Chairman of the Civil Services Board.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,D
2015,45,Science & Tech,The term 'Goldilocks Zone' is often seen in the news in the context of,the limits of habitable zone above the surface of the Earth,regions inside the Earth where shale gas is available,search for the Earth-like planets in outer space,search for meteorites containing precious metals,C
2015,46,Modern History,Who of the following organized a march on the Tanjore coast to break the Salt Law in April 1930?,V. O. Chidambaram Pillai,C. Rajagopalachari,K. Kamaraj,Annie Besant,B
2015,47,Medieval History,Who of the following founded a new city on the south bank of a tributary to river Krishna and undertook to rule his new kingdom as the agent of a deity to whom all the land south of the river Krishna was supposed to belong?,Amoghavarsha I,Ballala II,Harihara I,Prataparudra II,C
2015,48,Modern History,Consider the following statements: 1. The first woman President of the Indian National Congress was Sarojini Naidu. 2. The first Muslim President of the Indian National Congress was Badruddin Tyabji.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,B
2015,49,Environment & Ecology,"Which of the following statements regarding 'Green Climate Fund' is/are correct? 1. It is intended to assist the developing countries in adaptation and mitigation practices to counter climate change. 2. It is founded under the aegis of UNEP, OECD, Asian Development Bank and World Bank.",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A
